title,vendor,product_type,price,sku,created_at,shape,foam,game_level,frame,surface,color,racket_type,balance,gender,weight
Raquette de padel Adidas Metalbone Team 3.4 2025,Adidas,Raquettes,149.9,8580,2024-11-22 13:38:18+00:00,forme,mousse,,,,,polyvalente,,,
Raquette de padel Adidas Metalbone HRD+ 3.4 2025,Adidas,Raquettes,229.9,8576,2024-11-22 10:12:15+00:00,forme,mousse,expert,carbone,,,attaque,balance,,weight
Raquette de padel Adidas Metalbone Control 3.4 2025,Adidas,Raquettes,229.9,8577,2024-11-22 10:42:07+00:00,forme,mousse,expert,carbone,,white,,balance,,weight
Raquette de padel Adidas Metalbone Carbon 3.4 2025,Adidas,Raquettes,159.9,8578,2024-11-22 11:11:02+00:00,forme,mousse,,carbone,,,,,,poids
Raquette de padel Adidas Metalbone 3.4 2025,Adidas,Raquettes,229.9,8575,2024-11-22 10:04:23+00:00,forme,mousse,,carbone,,rouge,,balance,,weight
Raquette de padel Head Speed Junior 2025,Head,Raquettes,89.9,8010,2024-09-26 13:08:06+00:00,forme,foam,,carbone,,,,,,
Raquette de Padel Head Evo Speed 2025,Head,Raquettes,69.9,8009,2024-09-26 12:36:51+00:00,forme,foam,,,,,,,,poids
Raquette de padel Head Speed Team 2025,Head,Raquettes,159.9,8008,2024-09-26 12:09:01+00:00,forme,foam,,,,,,,,
Raquette de padel Head Speed Pro 2025,Head,Raquettes,199.9,8003,2024-09-26 07:52:05+00:00,forme,foam,,carbone,,,polyvalente,,,
Raquette de padel Head Speed Motion 2025,Head,Raquettes,191.9,8007,2024-09-26 09:41:25+00:00,,foam,,carbone,,,,,,poids
Raquette de padel Head Speed One X 2025,Head,Raquettes,219.9,8011,2024-09-26 14:57:46+00:00,forme,foam,,carbone,,,,,,
Raquette de padel Head Speed One 2025,Head,Raquettes,199.9,8013,2024-09-27 07:45:03+00:00,forme,foam,,carbone,,,polyvalente,,,poids
Raquette de padel Babolat Vertuo Juan Lebron 2025,Babolat,Raquettes,164.9,8547,2024-11-20 09:28:17+00:00,forme,mousse,,,,rouge,,,,
Raquette de padel Babolat Veron Juan Lebron 2025,Babolat,Raquettes,199.9,8545,2024-11-20 09:03:48+00:00,forme,mousse,,carbone,,rouge,attaque,,,
Raquette de padel Osaka Vision Control Vert,Osaka,Raquettes,64.9,8562,2024-11-21 09:33:57+00:00,forme,mousse,,carbone,sablée,,,,,
Raquette de padel Siux Electra ST3 Spécial Édition,Siux,Raquettes,179.9,8470,2024-11-14 15:13:48+00:00,forme,mousse,,carbone,sablée,rouge,,,,
Raquette de padel Starvie Brava Soft 2025,Starvie,Raquettes,229.9,8198,2024-10-15 13:45:18+00:00,forme,mousse,,carbone,,,,balance,,poids
Raquette de padel Starvie Raptor Pro Touch 2025,Starvie,Raquettes,239.9,8199,2024-10-15 14:30:53+00:00,forme,mousse,,carbone,,,,balance,,poids
Raquette de padel Starvie Astrum Soft 2025,Starvie,Raquettes,249.9,8196,2024-10-15 09:45:40+00:00,forme,mousse,,carbone,,,,balance,,poids
RAQUETTE DE TEST - Siux Electra ST3 Stupa Pro 2024,Siux,Programme test,150.0,8413,2024-11-06 10:20:11+00:00,,,,,,,,,,
Raquette de padel Wilson Pace V1 Bleu,Wilson,Raquettes,79.9,8282,2024-10-25 12:51:38+00:00,forme,foam,,,,bleu,,,,
Raquette de padel Starvie Drax Soft 2025,Starvie,Raquettes,259.9,8187,2024-10-14 12:20:50+00:00,forme,mousse,,carbone,,,polyvalente,,,
Raquette de padel Starvie Kenta Eternal Pro 2025,Starvie,Raquettes,249.9,8188,2024-10-14 12:40:50+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Starvie Brava Pro 2025,Starvie,Raquettes,229.9,8197,2024-10-15 10:06:14+00:00,forme,mousse,,carbone,,,,balance,,poids
Raquette de padel Starvie Titania Lite 2025,Starvie,Raquettes,179.9,8210,2024-10-21 08:26:47+00:00,forme,mousse,,carbone,,,,,,poids
Raquette de padel Hirostar Redstone,Hirostar,Raquettes,229.9,8183,2024-10-14 07:09:50+00:00,forme,mousse,,carbone,sand,,attaque,,,
Raquette de padel Hirostar Blackstone,Hirostar,Raquettes,254.9,8184,2024-10-14 07:20:56+00:00,forme,mousse,,carbone,sand,,attaque,,,
RAQUETTE DE TEST - Bullpadel Vertex 04 2025,Bullpadel,Programme test,150.0,8165,2024-10-09 13:49:12+00:00,,,,,,,,,,
RAQUETTE DE TEST - Bullpadel Hack 04 Hybrid 2025,Bullpadel,Programme test,150.0,8164,2024-10-09 13:27:33+00:00,,,,,,,,,,
RAQUETTE DE TEST - Bullpadel Hack 04 2025,Bullpadel,Programme test,150.0,8163,2024-10-09 13:18:11+00:00,,,,,,,,,,
RAQUETTE DE TEST - Bullpadel XPLO Comfort 2025,Bullpadel,Programme test,150.0,8169,2024-10-09 14:22:32+00:00,,,,,,,,,,
RAQUETTE DE TEST - Bullpadel XPLO 2025,Bullpadel,Programme test,150.0,8168,2024-10-09 14:15:27+00:00,,,,,,,,,,
RAQUETTE DE TEST - Bullpadel Vertex 04 Hybrid 2025,Bullpadel,Programme test,150.0,8166,2024-10-09 14:01:32+00:00,,,,,,,,,,
RAQUETTE DE TEST - Bullpadel Elite Woman 2025,Bullpadel,Programme test,150.0,8172,2024-10-09 14:53:12+00:00,,,,,,,,,,
RAQUETTE DE TEST - Bullpadel Flow Woman 2025,Bullpadel,Programme test,150.0,8171,2024-10-09 14:47:42+00:00,,,,,,,,,,
RAQUETTE DE TEST - Bullpadel Neuron 2025,Bullpadel,Programme test,150.0,8170,2024-10-09 14:30:49+00:00,,,,,,,,,,
Raquette de padel Head One Ultralight Blanc 2025,Head,Raquettes,149.9,8014,2024-09-27 07:58:37+00:00,forme,foam,,carbone,,,,,,poids
Raquette de padel Head One Ultralight Noir 2025,Head,Raquettes,149.9,8012,2024-09-26 15:02:58+00:00,forme,foam,,carbone,,noir,,,,poids
Raquette de Padel Bullpadel Hack 03 2022,Bullpadel,Raquettes,179.9,1208,2021-11-17 11:26:11+00:00,forme,mousse,,carbone,,,,,,weight
Raquette de padel Nox Equation Light Advanced 2025,Nox,Raquettes,99.9,7987,2024-09-24 14:15:45+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Nox AT10 Genius Attack 12K 2025,Nox,Raquettes,199.9,7983,2024-09-24 12:47:39+00:00,forme,mousse,,carbone,,,attaque,,,
Raquette de padel Nox AT10 Genius Attack 18K Alum 2025,Nox,Raquettes,199.9,7982,2024-09-24 12:23:55+00:00,forme,mousse,,carbone,,,attaque,,,
Raquette de padel Nox AT10 Genius 12K by Agustìn Tapia 2025,Nox,Raquettes,199.9,7981,2024-09-24 10:20:29+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Nox AT10 Genius 18K by Agustin Tapia 2025,Nox,Raquettes,209.9,7979,2024-09-24 08:56:12+00:00,forme,mousse,,carbone,,,,,,poids
Raquette de padel Siux Trilogy Lite Air 4 Woman,Siux,Raquettes,129.9,7923,2024-09-16 10:28:08+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Volt 800 V4,Volt,Raquettes,264.9,7933,2024-09-17 08:48:35+00:00,forme,mousse,,carbone,sablée,white,,,,
Raquette de padel Volt 900 V4,Volt,Raquettes,264.9,7931,2024-09-17 07:42:42+00:00,forme,mousse,,carbone,sablée,bleu,polyvalente,,,
Raquette de padel Volt 1000 V4,Volt,Raquettes,249.9,7929,2024-09-17 06:47:19+00:00,forme,mousse,,carbone,,noir,,,,
Raquette de padel Lok Carb-On Flow,Lok,Raquettes,169.9,7870,2024-09-10 14:56:47+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Bullpadel Hack 04 Hybrid 2025,Bullpadel,Raquettes,199.9,7849,2024-09-09 07:07:40+00:00,forme,mousse,,carbone,,noir,polyvalente,,,weight
Raquette de padel Bullpadel Hack 04 2025,Bullpadel,Raquettes,187.9,7852,2024-09-09 08:47:40+00:00,forme,mousse,,carbone,,noir,,,,weight
Raquette de padel Bullpadel Vertex 04 Hybrid 2025,Bullpadel,Raquettes,199.9,7832,2024-09-05 12:12:23+00:00,forme,mousse,,carbone,,noir,,,,weight
Raquette de padel Bullpadel XPLO Comfort 2025,Bullpadel,Raquettes,129.9,7830,2024-09-05 08:35:29+00:00,forme,mousse,,carbone,,,,,,weight
Raquette de padel Bullpadel Vertex 04 2025,Bullpadel,Raquettes,184.9,7829,2024-09-05 07:11:58+00:00,forme,mousse,,carbone,,,attaque,,,weight
Raquette de padel Bullpadel Flow Woman 2025,Bullpadel,Raquettes,174.9,7828,2024-09-04 10:30:51+00:00,forme,mousse,,carbone,,,,,,poids
Raquette de padel Bullpadel XPLO 2025,Bullpadel,Raquettes,179.9,7827,2024-09-04 10:12:12+00:00,forme,mousse,expert,carbone,,,,,,weight
Raquette de padel Head Gravity Team Light 2024,Head,Raquettes,127.9,7826,2024-09-04 09:26:38+00:00,forme,foam,,carbone,,bleu,,,,poids
Raquette de padel Head Gravity Team 2024,Head,Raquettes,143.9,7825,2024-09-04 08:59:08+00:00,forme,foam,,,,,,,,
Raquette de padel Head Gravity Motion 2024,Head,Raquettes,159.9,7824,2024-09-04 08:33:23+00:00,forme,foam,,,sablée,,,,,poids
Raquette de padel Head Gravity Pro 2024,Head,Raquettes,189.9,7821,2024-09-04 07:14:16+00:00,forme,foam,,carbone,sablée,,,,,
Raquette de padel Hirostar Fighter 2024,Hirostar,Raquettes,88.9,7625,2024-08-02 08:46:45+00:00,forme,mousse,,carbone,,rouge,,,,
Raquette de padel Hirostar Solar 2024,Hirostar,Raquettes,189.9,7624,2024-08-02 07:23:54+00:00,forme,mousse,,carbone,sand,noir,,,,
Raquette de padel Hirostar Horizon 2024,Hirostar,Raquettes,189.9,7622,2024-08-01 14:23:40+00:00,forme,mousse,,carbone,sablée,noir,,,,
Raquette de padel Hirostar Aurora 2024,Hirostar,Raquettes,189.9,7623,2024-08-01 15:10:13+00:00,forme,mousse,,carbone,sand,noir,,,,
Raquette de padel Hirostar Vamos Junior,Hirostar,Raquettes,74.9,7635,2024-08-06 09:35:15+00:00,forme,mousse,,carbone,,noir,,,,
Raquette de padel Wilson Blade LS V3,Wilson,Raquettes,119.9,7563,2024-07-19 12:08:23+00:00,forme,foam,,,,,polyvalente,,,
Raquette de padel Wilson Blade Pro V3,Wilson,Raquettes,159.9,7562,2024-07-19 10:24:45+00:00,forme,foam,,carbone,,,,,,
Raquette de padel Wilson Blade V3 2024,Wilson,Raquettes,155.9,7561,2024-07-19 08:49:38+00:00,forme,foam,,carbone,,,,,,
Raquette de padel Bullpadel Pearl 2025,Bullpadel,Raquettes,199.9,7448,2024-06-07 09:33:34+00:00,forme,mousse,,carbone,,,,,,weight
Raquette de padel Varlion Maxima Summum Jaune Junior 2024,Varlion,Raquettes,89.9,7279,2024-04-18 08:30:31+00:00,forme,mousse,,carbone,,noir,,,,
Raquette de padel Varlion LW Summum Carbon Black Orquidea 2024,Varlion,Raquettes,224.9,7175,2024-03-30 13:11:39+00:00,forme,mousse,,carbone,,noir,,,,poids
Raquette de padel Varlion LW Carbon TI Magnolia 2024,Varlion,Raquettes,159.9,7203,2024-04-09 09:53:56+00:00,forme,mousse,,carbone,,noir,,,,poids
Raquette de padel Varlion LW Carbon 3 2024,Varlion,Raquettes,259.9,7150,2024-03-26 08:20:25+00:00,forme,mousse,,carbone,,,polyvalente,,,
Raquette de padel Varlion Maxima Summum Prisma Soft 2024,Varlion,Raquettes,242.9,7158,2024-03-27 08:30:52+00:00,forme,mousse,,carbone,,bleu,polyvalente,,,poids
Raquette de padel Siux Ultra Pro,Siux,Raquettes,249.9,7510,2024-06-28 14:19:32+00:00,forme,mousse,,carbone,,white,,balance,,poids
Housse de raquette Head Basic noir,Head,Sac,6.9,7456,2024-06-18 12:21:18+00:00,,,,,,,,,,
Raquette de padel Varlion LW Carbon TI 2024,Varlion,Raquettes,179.9,7177,2024-03-30 15:30:40+00:00,forme,mousse,,carbone,,noir,,,,poids
Raquette de padel Varlion Bourne Carbon TI 2024,Varlion,Raquettes,179.9,7176,2024-03-30 14:43:13+00:00,forme,mousse,,carbone,,rouge,,,,poids
Raquette de padel Varlion LW Hexagone 8.8 2024,Varlion,Raquettes,126.9,7282,2024-04-18 09:55:42+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Varlion Bourne Hexagon 8.8 2024,Varlion,Raquettes,126.9,7278,2024-04-18 08:09:09+00:00,forme,mousse,,carbone,,,polyvalente,,,
Raquette de padel Head Speed Motion LTD 2024 Ari Sanchez,Head,Raquettes,199.9,7422,2024-05-30 09:56:20+00:00,forme,foam,expert,carbone,sablée,bleu,polyvalente,,,
Raquette de padel Volt 500 Junior,Volt,Raquettes,99.9,7399,2024-05-04 09:57:33+00:00,forme,mousse,,carbone,,bleu,,,,poids
Raquette de padel Volt 950 V4,Volt,Raquettes,279.9,7354,2024-05-02 12:21:37+00:00,forme,mousse,,carbone,,white,,,,
Raquette de padel Volt 800 V23,Volt,Raquettes,119.9,7356,2024-05-02 13:35:22+00:00,forme,mousse,,carbone,sablée,white,,,,
Raquette de padel Volt 700 V4,Volt,Raquettes,199.9,7357,2024-05-02 14:16:20+00:00,forme,mousse,,carbone,sablée,bleu,polyvalente,,,
Raquette de padel Volt 500 V23,Volt,Raquettes,109.9,7359,2024-05-04 08:50:27+00:00,forme,mousse,,carbone,sablée,white,,,,
Raquette de padel Drop Shot Axion Control 2024,Drop Shot,Raquettes,214.9,7297,2024-04-22 12:03:02+00:00,forme,,,carbone,,white,attaque,,,
Raquette de padel Drop Shot Canyon Pro Attack 2024,Drop Shot,Raquettes,209.9,7307,2024-04-24 09:30:15+00:00,forme,mousse,expert,carbone,,,attaque,,,
Raquette de padel Drop Shot Renegade Control 2024,Drop Shot,Raquettes,159.9,7312,2024-04-25 12:36:37+00:00,forme,mousse,,carbone,,noir,,,,
Raquette de padel Drop Shot Kibo 5.0 2024,Drop Shot,Raquettes,74.9,7319,2024-04-25 13:51:44+00:00,forme,mousse,,carbone,,bleu,,,,poids
Raquette de padel Drop Shot Conqueror 12 Junior 2024,Drop Shot,Raquettes,98.9,7324,2024-04-26 07:45:25+00:00,forme,,,,,white,attaque,,,
Raquette de padel Drop Shot Tiger 4.0 Junior 2024,Drop Shot,Raquettes,68.9,7320,2024-04-25 14:57:46+00:00,forme,mousse,,,,bleu,,,,poids
Raquette de padel Drop Shot Explorer 7.0 2024,Drop Shot,Raquettes,139.9,7325,2024-04-26 08:00:37+00:00,forme,mousse,,carbone,sablée,noir,,,,
Raquette de padel Drop Shot Explorer Pro Control 2024,Drop Shot,Raquettes,139.9,7362,2024-05-04 10:20:26+00:00,forme,mousse,,carbone,,,,,,poids
Raquette de padel Royal Padel Cross Pro 2024,Royal Padel,Raquettes,219.9,7371,2024-05-13 12:45:43+00:00,forme,mousse,,,sablée,noir,,,,
Raquette de padel Dunlop Aero-Star Pro,Dunlop,Raquettes,159.9,7363,2024-05-04 11:59:42+00:00,forme,mousse,,carbone,,white,,,,poids
Raquette de padel Dunlop Aero-Star Lite,Dunlop,Raquettes,139.9,7364,2024-05-04 12:03:49+00:00,forme,mousse,expert,carbone,,,,,,poids
Raquette de padel Dunlop Aero-Star,Dunlop,Raquettes,149.9,7365,2024-05-04 12:04:11+00:00,forme,mousse,expert,carbone,,white,,,,
Raquette de padel Dunlop Aero-Star Team,Dunlop,Raquettes,89.9,7392,2024-05-17 07:39:59+00:00,forme,mousse,expert,,,white,,,,weight
Housse de raquette Dunlop HeadCover,Dunlop,Sac,9.9,7395,2024-05-17 09:32:43+00:00,,,,,,noir,,,,
Raquette de padel Black Crown Patron Evolution 2024,Black Crown,Raquettes,189.9,7294,2024-04-22 08:26:29+00:00,forme,mousse,expert,carbone,sablée,rouge,attaque,,,
Raquette de padel Black Crown Special Pro 2024,Black Crown,Raquettes,189.9,7291,2024-04-22 06:55:28+00:00,forme,mousse,,carbone,sablée,,attaque,,,
Raquette de padel Royal Padel M27 R-Ace Light 2024,Royal Padel,Raquettes,249.9,7334,2024-04-26 14:54:28+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Royal Padel M27 R-Ace 2024,Royal Padel,Raquettes,249.9,7335,2024-04-29 06:28:24+00:00,forme,mousse,,carbone,,white,,,,
Raquette de padel Royal Padel M27 Fury 2024,Royal Padel,Raquettes,229.9,7336,2024-04-29 07:08:35+00:00,,mousse,,carbone,,white,,,,
Raquette de padel Royal Padel M27 Control 2024,Royal Padel,Raquettes,219.9,7337,2024-04-29 07:36:34+00:00,forme,mousse,,carbone,sablée,noir,,,,
Raquette de padel Royal Padel Whip EVA 2024,Royal Padel,Raquettes,189.9,7340,2024-04-29 10:23:52+00:00,forme,,,,sablée,white,,,,
Raquette de padel Royal Padel Whip Hybrid 2024,Royal Padel,Raquettes,189.9,7342,2024-04-29 12:54:35+00:00,forme,,,carbone,sablée,white,,,,
Raquette de padel Pro Kennex Turbo Orange,Pro Kennex,Raquettes,99.9,7236,2024-04-12 09:24:47+00:00,forme,foam,,carbone,,white,,,,
Raquette de padel Osaka Vision Aero Control Jaune,Osaka,Raquettes,154.9,7222,2024-04-11 08:07:50+00:00,forme,foam,,carbone,sablée,,,,,
Raquette de padel Pro Kennex Turbo Vert,Pro Kennex,Raquettes,99.9,7233,2024-04-12 08:09:11+00:00,forme,foam,,carbone,,white,,,,
Raquette de padel Pro Kennex Turbo Speed Rose,Pro Kennex,Raquettes,99.9,7243,2024-04-12 14:14:48+00:00,forme,foam,,carbon,,,,,,
Raquette de padel Oxdog Hyper Match 2.0,Oxdog,Raquettes,199.9,7142,2024-03-25 10:14:08+00:00,forme,,,carbone,,noir,polyvalente,balance,,poids
Raquette de padel Oxdog Hyper Tour 2.0,Oxdog,Raquettes,249.9,7143,2024-03-25 10:54:43+00:00,forme,,,carbone,,noir,,balance,,poids
Raquette de padel Wilson Bela LT V2.5,Wilson,Raquettes,149.9,7147,2024-03-25 15:31:38+00:00,forme,foam,,carbone,,noir,,,,
Raquette de padel Wilson Bela Pro V2.5,Wilson,Raquettes,179.9,7149,2024-03-25 15:54:31+00:00,forme,mousse,expert,carbone,,white,,,,
Raquette de padel Oxdog Hyper Pro 2.0,Oxdog,Raquettes,299.9,7144,2024-03-25 13:02:20+00:00,forme,mousse,,carbone,sablée,noir,polyvalente,balance,,poids
Raquette de padel Black Crown Piton 12 Silver,Black Crown,Raquettes,159.9,7030,2024-03-12 13:16:26+00:00,forme,mousse,,carbone,sand,white,attaque,,,
Raquette de padel Black Crown Piton 12,Black Crown,Raquettes,189.9,7029,2024-03-12 13:05:57+00:00,forme,mousse,expert,carbone,sand,white,polyvalente,,,poids
Raquette de padel Oxdog Ultimate Court,Oxdog,Raquettes,129.9,6816,2024-02-16 14:11:08+00:00,forme,mousse,,carbone,sablée,white,,balance,,poids
Raquette de padel Starvie Astrum Pro Limited 2024,Starvie,Raquettes,199.9,6820,2024-02-19 07:18:43+00:00,forme,mousse,,carbone,,white,,balance,,poids
Raquette de padel Black Crown Piton Attack 15K Power 2024,Black Crown,Raquettes,139.95,6452,2024-01-15 07:54:52+00:00,,mousse,,carbone,sand,white,attaque,,,
Raquette de padel Babolat Contact,Babolat,Raquettes,54.9,2666,2022-09-08 09:02:22+00:00,forme,mousse,,carbone,,rouge,,,,poids
Raquette de padel Babolat Reveal,Babolat,Raquettes,54.9,2665,2022-09-08 08:27:39+00:00,,mousse,,carbone,,,,,,poids
Raquette de padel Drop Shot Explorer Pro 4.0,Drop Shot,Raquettes,168.9,6430,2024-01-12 08:59:43+00:00,forme,mousse,,carbone,,,attaque,,,poids
Raquette de padel Wilson Carbon Force,Wilson,Raquettes,89.9,6196,2023-12-09 11:03:45+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Adidas Drive 3.3 Bleu 2024,Adidas,Raquettes,72.9,6190,2023-12-07 15:21:36+00:00,forme,mousse,,carbone,,bleu,,,,
Raquette de padel Adidas Cross It 3.3 2024,Adidas,Raquettes,179.9,6178,2023-12-06 13:32:05+00:00,forme,mousse,expert,carbone,,white,,,,
Raquette de padel Head Radical Elite 2024,Head,Raquettes,139.9,6128,2023-11-30 10:56:13+00:00,forme,foam,,,,rouge,,,,poids
Raquette de padel Varlion LW Hexagone 8.8,Varlion,Raquettes,84.9,6071,2023-11-17 09:31:04+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Pro Kennex Legend,Pro Kennex,Raquettes,188.9,6067,2023-11-16 15:01:31+00:00,forme,foam,,,,,,,,
Raquette de padel Pro Kennex Focus,Pro Kennex,Raquettes,205.9,6066,2023-11-16 14:24:53+00:00,forme,mousse,,,,noir,polyvalente,,,
Raquette de padel Pro Kennex Black Ace,Pro Kennex,Raquettes,237.9,6065,2023-11-16 13:27:44+00:00,forme,foam,expert,carbone,,,,,,
Raquette de padel Starvie Helion,Starvie,Raquettes,149.9,6025,2023-11-14 08:06:46+00:00,forme,mousse,,carbone,,,polyvalente,,,poids
Raquette de padel Starvie Titania Speed,Starvie,Raquettes,139.9,6024,2023-11-13 15:46:27+00:00,forme,mousse,,carbone,sablée,,,balance,,poids
Raquette de padel Starvie Titania Soft 2024,Starvie,Raquettes,139.9,6023,2023-11-13 15:04:55+00:00,forme,mousse,,carbone,sablée,,,balance,,poids
Raquette de padel Starvie Titania Pro 2024,Starvie,Raquettes,139.9,6022,2023-11-13 14:11:00+00:00,forme,mousse,,carbone,sablée,,,balance,,poids
Raquette de padel Starvie Dronos Speed,Starvie,Raquettes,189.9,6017,2023-11-10 09:33:01+00:00,forme,mousse,,carbone,,white,polyvalente,balance,,poids
Housse de raquette Nox,Nox,Sac,7.9,6029,2023-11-14 13:37:40+00:00,forme,,,,,white,,,,
Raquette de padel Fila The Laevis,Fila,Raquettes,79.9,3917,2023-03-08 14:02:06+00:00,forme,mousse,,carbone,,,,,,
Housse de raquette Bullpadel Noir/Rouge,Bullpadel,Sac,6.9,5956,2023-11-09 09:24:30+00:00,,,,,,rouge,,,,
Raquette de padel Varlion Bourne Prisma Radio S 2023,Varlion,Raquettes,189.9,5841,2023-11-03 08:20:39+00:00,forme,mousse,expert,carbone,,,,,,
Raquette de padel Wilson Accent LT,Wilson,Raquettes,139.9,5730,2023-10-19 07:05:50+00:00,forme,foam,,carbone,,,,,,poids
Raquette de padel Wilson Accent,Wilson,Raquettes,119.9,5597,2023-10-11 14:05:49+00:00,forme,foam,,carbone,,bleu,,,,
Raquette de padel Bullpadel Hack 03 FIP Edition 2023,Bullpadel,Raquettes,209.9,5582,2023-10-05 07:31:29+00:00,forme,mousse,expert,carbone,,white,polyvalente,,,weight
Housse de raquette Head CCT noir,Head,Sac,8.9,5527,2023-10-02 08:35:30+00:00,,,,,,noir,,,,
Raquette de padel Royal Padel M27 Hybrid,Royal Padel,Raquettes,249.9,1238,2021-12-08 10:15:47+00:00,forme,mousse,,carbone,,,polyvalente,,,
Raquette de padel Royal Padel M27 R-Control X 2023,Royal Padel,Raquettes,209.9,5109,2023-08-23 10:22:41+00:00,forme,mousse,expert,carbone,,,,,,
Raquette de padel Head Extreme Elite 2024,Head,Raquettes,109.9,5211,2023-09-01 13:26:08+00:00,forme,foam,,,,,,,,poids
Raquette de padel Wilson Carbon Force LT,Wilson,Raquettes,109.9,4936,2023-06-26 08:10:12+00:00,forme,foam,,carbone,,noir,,,,
Raquette de padel Drop Shot Premium 3.0,Drop Shot,Raquettes,179.9,4814,2023-06-13 08:08:04+00:00,forme,mousse,,carbone,,,attaque,,,
Raquette de padel Drop Shot Kibo 4.0,Drop Shot,Raquettes,99.9,4812,2023-06-12 15:06:44+00:00,forme,mousse,,,,bleu,,,,poids
Housse de raquette de padel Wilson Padel Cover Noir,Wilson,Sac,9.9,4738,2023-06-08 13:51:26+00:00,,,,,,rouge,,,,
Housse de raquette de padel Wilson Premium Cover,Wilson,Sac,19.9,4737,2023-06-08 13:25:19+00:00,,,,,,,,,,
Raquette de padel Slazenger Light Round Graphite,Slazenger,Raquettes,184.9,4560,2023-05-29 07:09:34+00:00,forme,mousse,,carbone,,,,,,poids
Raquette de padel Babolat Storm,Babolat,Raquettes,64.9,2619,2022-09-05 14:37:00+00:00,forme,mousse,,carbone,,,polyvalente,,,poids
Raquette de padel Babolat Dyna Spirit,Babolat,Raquettes,159.9,3984,2023-03-16 14:21:40+00:00,forme,mousse,,,,,polyvalente,,,
Raquette de padel Babolat Stima Energy,Babolat,Raquettes,159.9,3983,2023-03-16 13:11:02+00:00,forme,mousse,,carbone,,,,,,poids
Raquette de padel Babolat Stima Spirit,Babolat,Raquettes,154.9,3982,2023-03-16 10:23:56+00:00,forme,mousse,,,,,,,femme,poids
Raquette de padel Babolat Dyna Energy,Babolat,Raquettes,194.9,3931,2023-03-15 13:50:58+00:00,forme,mousse,,carbone,,,polyvalente,,,poids
Raquette de padel Pro Kennex Kinetic Focus Pro Jaune,Pro Kennex,Raquettes,205.9,3920,2023-03-09 09:12:53+00:00,forme,foam,,carbone,,,,,,
Raquette de padel Pro Kennex Kinetic Legend Pro,Pro Kennex,Raquettes,188.9,3921,2023-03-09 10:26:44+00:00,forme,foam,,carbone,,,,,,
Raquette de padel Fila The Bellator,Fila,Raquettes,99.9,3916,2023-03-08 13:27:44+00:00,forme,mousse,,carbone,,bleu,,,,
Raquette de padel Fila The Inceptor,Fila,Raquettes,69.9,3915,2023-03-08 12:59:36+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Osaka Pro Tour Control Touch,Osaka,Raquettes,299.9,3880,2023-03-03 10:42:45+00:00,forme,foam,,carbone,sablée,,,,,
Raquette de padel Osaka Pro Tour Control Snap,Osaka,Raquettes,299.9,3878,2023-02-27 12:25:08+00:00,forme,foam,,carbone,sablée,noir,,,,
Raquette de padel Osaka Vision Aero Control,Osaka,Raquettes,199.9,3877,2023-02-27 11:49:08+00:00,forme,foam,,carbone,sablée,,,,,
Raquette de padel Osaka Vision Pro Control Touch,Osaka,Raquettes,199.9,3876,2023-02-27 10:59:22+00:00,forme,foam,,carbone,sablée,,,,,
Raquette de padel Osaka Vision Pro Control,Osaka,Raquettes,199.9,3875,2023-02-27 10:01:49+00:00,forme,foam,,carbone,sablée,bleu,,,,
Raquette de padel Osaka Vision Control Orange,Osaka,Raquettes,149.9,3872,2023-02-22 14:56:15+00:00,forme,foam,,carbone,sablée,,,,,
Raquette de padel Osaka Vision Aero,Osaka,Raquettes,199.9,3871,2023-02-22 14:32:23+00:00,forme,foam,,carbone,sablée,,,,,
Raquette de padel Osaka Vision Control,Osaka,Raquettes,139.9,3870,2023-02-22 13:55:23+00:00,forme,foam,,carbone,sablée,noir,,,,
Raquette de padel Osaka Deshi Control,Osaka,Raquettes,27.99,3869,2023-02-22 11:11:59+00:00,forme,foam,,carbone,,,,,,
Raquette de padel Wilson Blade Junior V2,Wilson,Raquettes,83.9,3711,2023-02-06 09:36:05+00:00,,foam,,,,noir,,,,poids
Raquette de padel Wilson Blade LT V2,Wilson,Raquettes,149.9,3687,2023-01-25 10:57:41+00:00,forme,foam,,carbone,,,polyvalente,,,
Raquette de padel Starvie Titania Kepler Speed 2.0,Starvie,Raquettes,99.9,3666,2023-01-17 15:47:13+00:00,forme,mousse,,carbone,,,,,,poids
Raquette de padel Starvie Titania Kepler Pro 2.0,Starvie,Raquettes,179.9,3670,2023-01-18 13:41:31+00:00,forme,mousse,,carbone,,rouge,,balance,,poids
Raquette de padel Starvie Aquila Space 2.0,Starvie,Raquettes,125.9,3669,2023-01-18 10:21:09+00:00,forme,mousse,,carbone,,,polyvalente,balance,,poids
Raquette de padel Starvie Basalto Osiris Pro 2.0,Starvie,Raquettes,219.9,3667,2023-01-18 08:37:06+00:00,forme,mousse,expert,carbone,,,polyvalente,balance,,poids
